"","loc","zip","zcta"
"2150","40.866,-73.887","10458","10458"
"2151","40.845,-73.89","10457","10457"
"2152","40.845,-73.884","10460","10460"
"2153","40.851,-73.896","10457","10457"
"2154","40.848,-73.911","10453","10453"
"2155","40.848,-73.905","10457","10457"
"2156","40.845,-73.905","10457","10457"
"2157","40.86,-73.884","10458","10458"
"2158","40.851,-73.884","10457","10457"
"2159","40.848,-73.896","10457","10457"
"2160","40.857,-73.896","10458","10458"
"2161","40.723,-74.046","07302","07302"
"2162","40.761,-73.977","10019","10019"
"2163","40.749,-73.998","10001","10001"
